Freq.	V(n004)
8.03085722139149e-001	(2.31257377345588e-004dB,-4.11406496425797e-005°)
8.96150501946602e-001	(2.31257377316659e-004dB,-4.59081923705944e-005°)
9.99999999999997e-001	(2.31257377272301e-004dB,-5.12282169939636e-005°)
1.11588399250774e+000	(2.31257377227943e-004dB,-5.71647473123205e-005°)
1.24519708473503e+000	(2.31257377170085e-004dB,-6.37892264622589e-005°)
1.38949549437313e+000	(2.31257377096798e-004dB,-7.11813766974849e-005°)
1.55051577983262e+000	(2.31257377010011e-004dB,-7.94301588188819e-005°)
1.73019573884589e+000	(2.31257376894295e-004dB,-8.86348427541954e-005°)
1.93069772888324e+000	(2.31257376749650e-004dB,-9.89062021983909e-005°)
2.15443469003188e+000	(2.31257376576075e-004dB,-1.10367847805469e-004°)
2.40409918350996e+000	(2.31257376358143e-004dB,-1.23157714643983e-004°)
2.68269579527971e+000	(2.31257376082353e-004dB,-1.37429722338230e-004°)
2.99357729472048e+000	(2.31257375748704e-004dB,-1.53355627247638e-004°)
3.34048498351323e+000	(2.31257375324412e-004dB,-1.71127089615850e-004°)
3.72759372031492e+000	(2.31257374797903e-004dB,-1.90957979963178e-004°)
4.15956216307183e+000	(2.31257374140249e-004dB,-2.13086953099725e-004°)
4.64158883361276e+000	(2.31257373320592e-004dB,-2.37780319988741e-004°)
5.17947467923119e+000	(2.31257372308076e-004dB,-2.65335252806011e-004°)
5.77969288415329e+000	(2.31257371044840e-004dB,-2.96083361260623e-004°)
6.44946677103759e+000	(2.31257369465314e-004dB,-3.30394683257797e-004°)
7.19685673001149e+000	(2.31257367507781e-004dB,-3.68682138250880e-004°)
8.03085722139148e+000	(2.31257365066169e-004dB,-4.11406496417061e-004°)
8.96150501946601e+000	(2.31257362024761e-004dB,-4.59081923760729e-004°)
9.99999999999995e+000	(2.31257358235055e-004dB,-5.12282169954176e-004°)
1.11588399250774e+001	(2.31257353517691e-004dB,-5.71647473121928e-004°)
1.24519708473503e+001	(2.31257347647022e-004dB,-6.37892264598262e-004°)
1.38949549437313e+001	(2.31257340331828e-004dB,-7.11813767025696e-004°)
1.55051577983262e+001	(2.31257331228819e-004dB,-7.94301588280298e-004°)
1.73019573884589e+001	(2.31257319886702e-004dB,-8.86348427588389e-004°)
1.93069772888324e+001	(2.31257305767395e-004dB,-9.89062022143866e-004°)
2.15443469003187e+001	(2.31257288190102e-004dB,-1.10367847812079e-003°)
2.40409918350996e+001	(2.31257266300451e-004dB,-1.23157714662444e-003°)
2.68269579527971e+001	(2.31257239037711e-004dB,-1.37429722348029e-003°)
2.99357729472047e+001	(2.31257205100073e-004dB,-1.53355627266509e-003°)
3.34048498351323e+001	(2.31257162830869e-004dB,-1.71127089628227e-003°)
3.72759372031492e+001	(2.31257110203134e-004dB,-1.90957980006598e-003°)
4.15956216307182e+001	(2.31257044669184e-004dB,-2.13086953144459e-003°)
4.64158883361275e+001	(2.31256963066109e-004dB,-2.37780320043779e-003°)
5.17947467923118e+001	(2.31256861455701e-004dB,-2.65335252874536e-003°)
5.77969288415328e+001	(2.31256734927734e-004dB,-2.96083361367554e-003°)
6.44946677103759e+001	(2.31256577380107e-004dB,-3.30394683430335e-003°)
7.19685673001148e+001	(2.31256381204479e-004dB,-3.68682138477325e-003°)
8.03085722139147e+001	(2.31256136921764e-004dB,-4.11406496712703e-003°)
8.96150501946599e+001	(2.31255832744335e-004dB,-4.59081924192761e-003°)
9.99999999999994e+001	(2.31255453980091e-004dB,-5.12282170588410e-003°)
1.11588399250774e+002	(2.31254982349727e-004dB,-5.71647473947557e-003°)
1.24519708473503e+002	(2.31254395070650e-004dB,-6.37892265797479e-003°)
1.38949549437313e+002	(2.31253663794314e-004dB,-7.11813768670659e-003°)
1.55051577983261e+002	(2.31252753213774e-004dB,-7.94301590518075e-003°)
1.73019573884588e+002	(2.31251619356869e-004dB,-8.86348430746903e-003°)
1.93069772888324e+002	(2.31250207484042e-004dB,-9.89062026520993e-003°)
2.15443469003187e+002	(2.31248449428799e-004dB,-1.10367848417006e-002°)
2.40409918350996e+002	(2.31246260295940e-004dB,-1.23157715503271e-002°)
2.68269579527971e+002	(2.31243534399915e-004dB,-1.37429723513103e-002°)
2.99357729472047e+002	(2.31240140113530e-004dB,-1.53355628889443e-002°)
3.34048498351322e+002	(2.31235913569123e-004dB,-1.71127091887305e-002°)
3.72759372031491e+002	(2.31230650672217e-004dB,-1.90957983149206e-002°)
4.15956216307182e+002	(2.31224097338930e-004dB,-2.13086957498963e-002°)
4.64158883361275e+002	(2.31215937137482e-004dB,-2.37780326099769e-002°)
5.17947467923118e+002	(2.31205776085011e-004dB,-2.65335261300249e-002°)
5.77969288415327e+002	(2.31193123564042e-004dB,-2.96083373042668e-002°)
6.44946677103758e+002	(2.31177368666228e-004dB,-3.30394699662254e-002°)
7.19685673001147e+002	(2.31157750713648e-004dB,-3.68682161040089e-002°)
8.03085722139146e+002	(2.31133322462968e-004dB,-4.11406528061230e-002°)
8.96150501946598e+002	(2.31102904453461e-004dB,-4.59081967727411e-002°)
9.99999999999993e+002	(2.31065027985902e-004dB,-5.12282231082708e-002°)
1.11588399250774e+003	(2.31017864248293e-004dB,-5.71647558020509e-002°)
1.24519708473502e+003	(2.30959135983865e-004dB,-6.37892382616459e-002°)
1.38949549437313e+003	(2.30886007549056e-004dB,-7.11813930957251e-002°)
1.55051577983261e+003	(2.30794947955584e-004dB,-7.94301816097065e-002°)
1.73019573884588e+003	(2.30681560403002e-004dB,-8.86348744095742e-002°)
1.93069772888324e+003	(2.30540369887199e-004dB,-9.89062461951793e-002°)
2.15443469003187e+003	(2.30364558861881e-004dB,-1.10367908920522e-001°)
2.40409918350995e+003	(2.30145637904033e-004dB,-1.23157799573319e-001°)
2.68269579527970e+003	(2.29873035730746e-004dB,-1.37429840328781e-001°)
2.99357729472047e+003	(2.29533588505954e-004dB,-1.53355791208642e-001°)
3.34048498351322e+003	(2.29110903945545e-004dB,-1.71127317424984e-001°)
3.72759372031491e+003	(2.28584569260696e-004dB,-1.90958296538051e-001°)
4.15956216307181e+003	(2.27929164746822e-004dB,-2.13087392945974e-001°)
4.64158883361274e+003	(2.27113035060798e-004dB,-2.37780931141003e-001°)
5.17947467923117e+003	(2.26096758838353e-004dB,-2.65336102011651e-001°)
5.77969288415326e+003	(2.24831242047718e-004dB,-2.96084541215300e-001°)
6.44946677103757e+003	(2.23255342677489e-004dB,-3.30396322823126e-001°)
7.19685673001146e+003	(2.21292910914979e-004dB,-3.68684416420672e-001°)
8.03085722139144e+003	(2.18849100512566e-004dB,-4.11409661921434e-001°)
8.96150501946597e+003	(2.15805770967247e-004dB,-4.59086322175673e-001°)
9.99999999999991e+003	(2.12015754462001e-004dB,-5.12288281530516e-001°)
1.11588399250774e+004	(2.07295706125357e-004dB,-5.71655965039006e-001°)
1.24519708473502e+004	(2.01417182520370e-004dB,-6.37904063972888e-001°)
1.38949549437312e+004	(1.94095505064559e-004dB,-7.11830161985908e-001°)
1.55051577983261e+004	(1.84975849155090e-004dB,-7.94324368701506e-001°)
1.73019573884588e+004	(1.73615856299688e-004dB,-8.86380080312733e-001°)
1.93069772888323e+004	(1.59463876819757e-004dB,-9.89106002485255e-001°)
2.15443469003186e+004	(1.41831718046058e-004dB,-1.10373958702044e+000°)
2.40409918350995e+004	(1.19860460542585e-004dB,-1.23166205425757e+000°)
2.68269579527970e+004	(9.24775020400013e-005dB,-1.37441519736322e+000°)
2.99357729472046e+004	(5.83424696777223e-005dB,-1.53372018834128e+000°)
3.34048498351321e+004	(1.57789394604825e-005dB,-1.71149864167289e+000°)
3.72759372031490e+004	(-3.73120385224366e-005dB,-1.90989622561779e+000°)
4.15956216307181e+004	(-1.03561851436576e-004dB,-2.13130915895127e+000°)
4.64158883361273e+004	(-1.86274664924995e-004dB,-2.37841398429599e+000°)
5.17947467923116e+004	(-2.89607558816946e-004dB,-2.65420107781767e+000°)
5.77969288415325e+004	(-4.18803175946584e-004dB,-2.96201243923293e+000°)
6.44946677103756e+004	(-5.80492369828142e-004dB,-3.30558441003069e+000°)
7.19685673001144e+004	(-7.83091096201988e-004dB,-3.68909610202183e+000°)
8.03085722139143e+004	(-1.03732571109686e-003dB,-4.11722448697101e+000°)
8.96150501946595e+004	(-1.35693524391911e-003dB,-4.59520732149632e+000°)
9.99999999999989e+004	(-1.75962043876778e-003dB,-5.12891535764798e+000°)
1.11588399250774e+005	(-2.26834109335506e-003dB,-5.72493566813603e+000°)
1.24519708473502e+005	(-2.91311044243085e-003dB,-6.39066838797911e+000°)
1.38949549437312e+005	(-3.73350640768186e-003dB,-7.13443980261317e+000°)
1.55051577983261e+005	(-4.78222715121152e-003dB,-7.96563552256707e+000°)
1.73019573884588e+005	(-6.13018069835721e-003dB,-8.89485851472195e+000°)
1.93069772888323e+005	(-7.87384548389726e-003dB,-9.93411806703598e+000°)
2.15443469003186e+005	(-1.01460134339051e-002dB,-1.10970573490504e+001°)
2.40409918350994e+005	(-1.31315961440197e-002dB,-1.23992290736791e+001°)
2.68269579527970e+005	(-1.70910361127845e-002dB,-1.38584307307269e+001°)
2.99357729472046e+005	(-2.23951635993568e-002dB,-1.54951125095952e+001°)
3.34048498351321e+005	(-2.95772785510509e-002dB,-1.73328715061985e+001°)
3.72759372031490e+005	(-3.94110981911516e-002dB,-1.93990432975257e+001°)
4.15956216307180e+005	(-5.30273300292128e-002dB,-2.17253928244245e+001°)
4.64158883361272e+005	(-7.20873534072511e-002dB,-2.43488843319794e+001°)
5.17947467923115e+005	(-9.90399129484393e-002dB,-2.73124629285285e+001°)
5.77969288415324e+005	(-1.37495124652218e-001dB,-3.06656886379109e+001°)
6.44946677103754e+005	(-1.92756543968759e-001dB,-3.44648976596857e+001°)
7.19685673001143e+005	(-2.72548721285078e-001dB,-3.87722875859892e+001°)
8.03085722139142e+005	(-3.87947306950266e-001dB,-4.36529100745770e+001°)
8.96150501946594e+005	(-5.54429991036603e-001dB,-4.91680639177819e+001°)
9.99999999999988e+005	(-7.92777568626301e-001dB,-5.53633058725399e+001°)
1.11588399250773e+006	(-1.12924910862629e+000dB,-6.22499794741062e+001°)
1.24519708473502e+006	(-1.59414418317915e+000dB,-6.97819873997628e+001°)
1.38949549437312e+006	(-2.21791841299852e+000dB,-7.78350933796436e+001°)
1.55051577983261e+006	(-3.02496945461265e+000dB,-8.62017728494018e+001°)
1.73019573884587e+006	(-4.02704627833141e+000dB,-9.46134428022312e+001°)
1.93069772888323e+006	(-5.21955702393159e+000dB,-1.02788395072339e+002°)
2.15443469003186e+006	(-6.58298616017819e+000dB,-1.10485749750617e+002°)
2.40409918350994e+006	(-8.08854019292674e+000dB,-1.17541033356484e+002°)
2.68269579527969e+006	(-9.70488622684825e+000dB,-1.23872840950689e+002°)
2.99357729472045e+006	(-1.14032209058590e+001dB,-1.29467604559980e+002°)
3.34048498351320e+006	(-1.31597612285321e+001dB,-1.34356310308173e+002°)
3.72759372031489e+006	(-1.49561862617835e+001dB,-1.38593443574146e+002°)
4.15956216307179e+006	(-1.67789715560501e+001dB,-1.42242186089426e+002°)
4.64158883361272e+006	(-1.86183530577501e+001dB,-1.45365750658438e+002°)
5.17947467923114e+006	(-2.04673233056497e+001dB,-1.48023217446294e+002°)
5.77969288415324e+006	(-2.23208185523226e+001dB,-1.50268192892475e+002°)
6.44946677103754e+006	(-2.41751268405405e+001dB,-1.52149059885788e+002°)
7.19685673001142e+006	(-2.60274962128101e+001dB,-1.53710048024720e+002°)
8.03085722139140e+006	(-2.78759110041048e+001dB,-1.54992682607347e+002°)
8.96150501946592e+006	(-2.97190086210059e+001dB,-1.56037368687355e+002°)
1.00000000000000e+007	(-3.15561170337830e+001dB,-1.56884969806505e+002°)
