Freq.	V(n010)
5.17947467923118e+001	(8.56783763400792e+001dB,-8.44862075092853e+001°)
5.77969288415328e+001	(8.47339016193036e+001dB,-8.50560861705281e+001°)
6.44946677103759e+001	(8.37878804856573e+001dB,-8.55676529979426e+001°)
7.19685673001148e+001	(8.28406137642495e+001dB,-8.60267343664928e+001°)
8.03085722139147e+001	(8.18923443422892e+001dB,-8.64386165793406e+001°)
8.96150501946599e+001	(8.09432681214233e+001dB,-8.68080842215391e+001°)
9.99999999999994e+001	(7.99935429731641e+001dB,-8.71394593893531e+001°)
1.11588399250774e+002	(7.90432960350559e+001dB,-8.74366403996364e+001°)
1.24519708473503e+002	(7.80926296376888e+001dB,-8.77031390717196e+001°)
1.38949549437313e+002	(7.71416261096247e+001dB,-8.79421160249418e+001°)
1.55051577983261e+002	(7.61903516619794e+001dB,-8.81564136829424e+001°)
1.73019573884588e+002	(7.52388595308289e+001dB,-8.83485868480593e+001°)
1.93069772888324e+002	(7.42871925079166e+001dB,-8.85209308261924e+001°)
2.15443469003187e+002	(7.33353849849006e+001dB,-8.86755071596873e+001°)
2.40409918350996e+002	(7.23834645975625e+001dB,-8.88141670746101e+001°)
2.68269579527971e+002	(7.14314535501940e+001dB,-8.89385727775988e+001°)
2.99357729472047e+002	(7.04793696821704e+001dB,-8.90502167524286e+001°)
3.34048498351322e+002	(6.95272273233182e+001dB,-8.91504392118778e+001°)
3.72759372031491e+002	(6.85750379847704e+001dB,-8.92404438596482e+001°)
4.15956216307182e+002	(6.76228109130322e+001dB,-8.93213121121609e+001°)
4.64158883361275e+002	(6.66705535334899e+001dB,-8.93940159226560e+001°)
5.17947467923118e+002	(6.57182718109452e+001dB,-8.94594293412326e+001°)
5.77969288415327e+002	(6.47659705344159e+001dB,-8.95183389350179e+001°)
6.44946677103758e+002	(6.38136535504296e+001dB,-8.95714531831527e+001°)
7.19685673001147e+002	(6.28613239458271e+001dB,-8.96194109518943e+001°)
8.03085722139146e+002	(6.19089842005099e+001dB,-8.96627891463000e+001°)
8.96150501946598e+002	(6.09566363038062e+001dB,-8.97021096265057e+001°)
9.99999999999993e+002	(6.00042818504695e+001dB,-8.97378454690072e+001°)
1.11588399250774e+003	(5.90519221209346e+001dB,-8.97704266462006e+001°)
1.24519708473502e+003	(5.80995581392896e+001dB,-8.98002451909895e+001°)
1.38949549437313e+003	(5.71471907256117e+001dB,-8.98276599076127e+001°)
1.55051577983261e+003	(5.61948205326411e+001dB,-8.98530006845482e+001°)
1.73019573884588e+003	(5.52424480798533e+001dB,-8.98765724608741e+001°)
1.93069772888324e+003	(5.42900737787171e+001dB,-8.98986588933905e+001°)
2.15443469003187e+003	(5.33376979487289e+001dB,-8.99195257683486e+001°)
2.40409918350995e+003	(5.23853208390321e+001dB,-8.99394241987154e+001°)
2.68269579527970e+003	(5.14329426338825e+001dB,-8.99585936450691e+001°)
2.99357729472047e+003	(5.04805634661020e+001dB,-8.99772647967372e+001°)
3.34048498351322e+003	(4.95281834224033e+001dB,-8.99956623473782e+001°)
3.72759372031491e+003	(4.85758025462913e+001dB,-9.00140076986155e+001°)
4.15956216307181e+003	(4.76234208410797e+001dB,-9.00325216240963e+001°)
4.64158883361274e+003	(4.66710382707888e+001dB,-9.00514269260370e+001°)
5.17947467923117e+003	(4.57186547578507e+001dB,-9.00709511161898e+001°)
5.77969288415326e+003	(4.47662701775396e+001dB,-9.00913291532557e+001°)
6.44946677103757e+003	(4.38138843557797e+001dB,-9.01128062700951e+001°)
7.19685673001146e+003	(4.28614970561917e+001dB,-9.01356409242024e+001°)
8.03085722139144e+003	(4.19091079732387e+001dB,-9.01601079071193e+001°)
8.96150501946597e+003	(4.09567167143736e+001dB,-9.01865016502420e+001°)
9.99999999999991e+003	(4.00043227819878e+001dB,-9.02151397661828e+001°)
1.11588399250774e+004	(3.90519255493882e+001dB,-9.02463668687328e+001°)
1.24519708473502e+004	(3.80995242294652e+001dB,-9.02805587165605e+001°)
1.38949549437312e+004	(3.71471178403463e+001dB,-9.03181267306697e+001°)
1.55051577983261e+004	(3.61947051537946e+001dB,-9.03595229389371e+001°)
1.73019573884588e+004	(3.52422846370133e+001dB,-9.04052454067539e+001°)
1.93069772888323e+004	(3.42898543801427e+001dB,-9.04558442183169e+001°)
2.15443469003186e+004	(3.33374120035447e+001dB,-9.05119280789408e+001°)
2.40409918350995e+004	(3.23849545413356e+001dB,-9.05741716157319e+001°)
2.68269579527970e+004	(3.14324783008509e+001dB,-9.06433234622204e+001°)
2.99357729472046e+004	(3.04799786823433e+001dB,-9.07202152200608e+001°)
3.34048498351321e+004	(2.95274499593420e+001dB,-9.08057714012028e+001°)
3.72759372031490e+004	(2.85748849987620e+001dB,-9.09010204615584e+001°)
4.15956216307181e+004	(2.76222749224468e+001dB,-9.10071070506903e+001°)
4.64158883361273e+004	(2.66696086756873e+001dB,-9.11253056103525e+001°)
5.17947467923116e+004	(2.57168724961173e+001dB,-9.12570354644578e+001°)
5.77969288415325e+004	(2.47640492514781e+001dB,-9.14038775595047e+001°)
6.44946677103756e+004	(2.38111176163802e+001dB,-9.15675930147919e+001°)
7.19685673001144e+004	(2.28580510486789e+001dB,-9.17501436582728e+001°)
8.03085722139143e+004	(2.19048165173490e+001dB,-9.19537147212282e+001°)
8.96150501946595e+004	(2.09513729198386e+001dB,-9.21807398673172e+001°)
9.99999999999989e+004	(1.99976691217748e+001dB,-9.24339287184246e+001°)
1.11588399250774e+005	(1.90436415196462e+001dB,-9.27162970220117e+001°)
1.24519708473502e+005	(1.80892110229396e+001dB,-9.30311995577798e+001°)
1.38949549437312e+005	(1.71342793144445e+001dB,-9.33823658196312e+001°)
1.55051577983261e+005	(1.61787242314733e+001dB,-9.37739384047428e+001°)
1.73019573884588e+005	(1.52223940532373e+001dB,-9.42105138821915e+001°)
1.93069772888323e+005	(1.42651004793888e+001dB,-9.46971857027096e+001°)
2.15443469003186e+005	(1.33066099918540e+001dB,-9.52395883691974e+001°)
2.40409918350994e+005	(1.23466332860148e+001dB,-9.58439416580479e+001°)
2.68269579527970e+005	(1.13848123906420e+001dB,-9.65170930590377e+001°)
2.99357729472046e+005	(1.04207050473953e+001dB,-9.72665557434201e+001°)
3.34048498351321e+005	(9.45376591292724e+000dB,-9.81005382879171e+001°)
3.72759372031490e+005	(8.48332412661642e+000dB,-9.90279608850257e+001°)
4.15956216307180e+005	(7.50855685016684e+000dB,-1.00058450946463e+002°)
4.64158883361272e+005	(6.52845852283425e+000dB,-1.01202308721215e+002°)
5.17947467923115e+005	(5.54180584705636e+000dB,-1.02470430895271e+002°)
5.77969288415324e+005	(4.54711895364277e+000dB,-1.03874177252321e+002°)
6.44946677103754e+005	(3.54261996179424e+000dB,-1.05425162731408e+002°)
7.19685673001143e+005	(2.52619115804565e+000dB,-1.07134955262426e+002°)
8.03085722139142e+005	(1.49533649481602e+000dB,-1.09014659817993e+002°)
8.96150501946594e+005	(4.47151918960260e-001dB,-1.11074372641948e+002°)
9.99999999999988e+005	(-6.21687883738479e-001dB,-1.13322499016667e+002°)
1.11588399250773e+006	(-1.71491679974429e+000dB,-1.15764945258776e+002°)
1.24519708473502e+006	(-2.83662790683608e+000dB,-1.18404222675746e+002°)
1.38949549437312e+006	(-3.99117715967640e+000dB,-1.21238537341942e+002°)
1.55051577983261e+006	(-5.18303321515978e+000dB,-1.24260980473434e+002°)
1.73019573884587e+006	(-6.41657345004758e+000dB,-1.27458969660847e+002°)
1.93069772888323e+006	(-7.69583687276605e+000dB,-1.30814106230145e+002°)
2.15443469003186e+006	(-9.02425736615930e+000dB,-1.34302591818796e+002°)
2.40409918350994e+006	(-1.04044120565041e+001dB,-1.37896277793422e+002°)
2.68269579527969e+006	(-1.18378251637906e+001dB,-1.41564309875484e+002°)
2.99357729472045e+006	(-1.33248637240248e+001dB,-1.45275202944709e+002°)
3.34048498351320e+006	(-1.48647473948918e+001dB,-1.48999077318053e+002°)
3.72759372031489e+006	(-1.64556736106891e+001dB,-1.52709745321467e+002°)
4.15956216307179e+006	(-1.80950381185060e+001dB,-1.56386371587872e+002°)
4.64158883361272e+006	(-1.97797160080690e+001dB,-1.60014528334284e+002°)
5.17947467923114e+006	(-2.15063634510612e+001dB,-1.63586591322352e+002°)
5.77969288415324e+006	(-2.32717050624288e+001dB,-1.67101532928033e+002°)
6.44946677103754e+006	(-2.50727824945494e+001dB,-1.70564238649591e+002°)
7.19685673001142e+006	(-2.69071520048988e+001dB,-1.73984495803629e+002°)
8.03085722139140e+006	(-2.87730286994271e+001dB,-1.77375787822987e+002°)
8.96150501946592e+006	(-3.06693811461961e+001dB,1.79246008216121e+002°)
1.00000000000000e+007	(-3.25959819336590e+001dB,1.75863962515664e+002°)
